DSType;dataType;numPoints;numColors;gamma;alpha;s;k;rangeSpace;rangeBuildTime;rangeQueryTime;modeSpace;modeBuildTime;modeQueryTime;modeQueryTimeExcludingFirst
AAS2DModePerColorDS;synthetic;250000;50000;0;0;62;200000;163611376;398765800;93260;35346240;153313000;6722977;6721478
AAS2DModePerColorDS;synthetic;250000;50000;0;0;62;250000;163611376;398765800;87322;35346240;153313000;2065311;2064850
AAS2DModeGridDS;synthetic;250000;50000;0;0;62;10;163611376;396387500;91437;55778348;276943461700;45378;45273
AAS2DModeGridDS;synthetic;250000;50000;0;0;62;100;163611376;396387500;95167;55778348;276943461700;77971;77589
AAS2DModeGridDS;synthetic;250000;50000;0;0;62;1000;163611376;396387500;101352;55778348;276943461700;240813;240291
AAS2DModeGridDS;synthetic;250000;50000;0;0;62;5000;163611376;396387500;103976;55778348;276943461700;509550;508218
AAS2DModeGridDS;synthetic;250000;50000;0;0;62;10000;163611376;396387500;105448;55778348;276943461700;708351;708713
AAS2DModeGridDS;synthetic;250000;50000;0;0;62;25000;163611376;396387500;105974;55778348;276943461700;1148818;1153064
AAS2DModeGridDS;synthetic;250000;50000;0;0;62;50000;163611376;396387500;104779;55778348;276943461700;1564416;1565980
AAS2DModeGridDS;synthetic;250000;50000;0;0;62;75000;163611376;396387500;103124;55778348;276943461700;1867921;1864657
AAS2DModeGridDS;synthetic;250000;50000;0;0;62;100000;163611376;396387500;101376;55778348;276943461700;2117075;2117497
AAS2DModeGridDS;synthetic;250000;50000;0;0;62;150000;163611376;396387500;97556;55778348;276943461700;2388293;2387230
AAS2DModeGridDS;synthetic;250000;50000;0;0;62;200000;163611376;396387500;92880;55778348;276943461700;2210012;2212248
AAS2DModeGridDS;synthetic;250000;50000;0;0;62;250000;163611376;396387500;87217;55778348;276943461700;1602607;1602318
Amc::GridSelectColor;synthetic;250000;50000;0;0;62;10;163611376;396180000;93095;77581944;314037444100;12610;12297
Amc::GridSelectColor;synthetic;250000;50000;0;0;62;100;163611376;396180000;96374;77581944;314037444100;66680;66013
Amc::GridSelectColor;synthetic;250000;50000;0;0;62;1000;163611376;396180000;102827;77581944;314037444100;317876;316788
Amc::GridSelectColor;synthetic;250000;50000;0;0;62;5000;163611376;396180000;105563;77581944;314037444100;717176;719744
Amc::GridSelectColor;synthetic;250000;50000;0;0;62;10000;163611376;396180000;106734;77581944;314037444100;984897;984498
Amc::GridSelectColor;synthetic;250000;50000;0;0;62;25000;163611376;396180000;106142;77581944;314037444100;1546642;1545538
Amc::GridSelectColor;synthetic;250000;50000;0;0;62;50000;163611376;396180000;105561;77581944;314037444100;2197804;2198260
Amc::GridSelectColor;synthetic;250000;50000;0;0;62;75000;163611376;396180000;104250;77581944;314037444100;2639164;2635795
Amc::GridSelectColor;synthetic;250000;50000;0;0;62;100000;163611376;396180000;103447;77581944;314037444100;3042801;3035069
Amc::GridSelectColor;synthetic;250000;50000;0;0;62;150000;163611376;396180000;99624;77581944;314037444100;3423318;3420199
Amc::GridSelectColor;synthetic;250000;50000;0;0;62;200000;163611376;396180000;93366;77581944;314037444100;3429586;3430808
Amc::GridSelectColor;synthetic;250000;50000;0;0;62;250000;163611376;396180000;88478;77581944;314037444100;2774670;2773906
AAS2DModeReportDS;synthetic;300000;50000;0;0;66;10;199222768;498941400;99185;194422768;508525800;4042;3920
AAS2DModeReportDS;synthetic;300000;50000;0;0;66;100;199222768;498941400;103703;194422768;508525800;13730;13589
AAS2DModeReportDS;synthetic;300000;50000;0;0;66;1000;199222768;498941400;109291;194422768;508525800;111853;111688
AAS2DModeReportDS;synthetic;300000;50000;0;0;66;5000;199222768;498941400;113608;194422768;508525800;602569;602383
AAS2DModeReportDS;synthetic;300000;50000;0;0;66;10000;199222768;498941400;115989;194422768;508525800;1299413;1299511
AAS2DModeReportDS;synthetic;300000;50000;0;0;66;25000;199222768;498941400;114941;194422768;508525800;3597109;3596545
AAS2DModeReportDS;synthetic;300000;50000;0;0;66;50000;199222768;498941400;113963;194422768;508525800;7801785;7802015
AAS2DModeReportDS;synthetic;300000;50000;0;0;66;75000;199222768;498941400;113533;194422768;508525800;11758204;11755324
AAS2DModeReportDS;synthetic;300000;50000;0;0;66;100000;199222768;498941400;111482;194422768;508525800;15693806;15722363
AAS2DModeReportDS;synthetic;300000;50000;0;0;66;150000;199222768;498941400;106514;194422768;508525800;22807527;22807920
AAS2DModeReportDS;synthetic;300000;50000;0;0;66;200000;199222768;498941400;109090;194422768;508525800;30140538;30050042
AAS2DModeReportDS;synthetic;300000;50000;0;0;66;250000;199222768;498941400;99167;194422768;508525800;37339584;37335543
AAS2DModeReportDS;synthetic;300000;50000;0;0;66;290000;199222768;498941400;94936;194422768;508525800;42726464;42726996
AAS2DModePerColorDS;synthetic;300000;50000;0;0;66;10;199222768;483438700;101009;44909440;186060900;2500236;2494922
AAS2DModePerColorDS;synthetic;300000;50000;0;0;66;100;199222768;483438700;104079;44909440;186060900;3002829;3008282
AAS2DModePerColorDS;synthetic;300000;50000;0;0;66;1000;199222768;483438700;109813;44909440;186060900;4495361;4483703
AAS2DModePerColorDS;synthetic;300000;50000;0;0;66;5000;199222768;483438700;114422;44909440;186060900;6699751;6705794
AAS2DModePerColorDS;synthetic;300000;50000;0;0;66;10000;199222768;483438700;115614;44909440;186060900;7919358;7903178
AAS2DModePerColorDS;synthetic;300000;50000;0;0;66;25000;199222768;483438700;116110;44909440;186060900;9580331;9585780
AAS2DModePerColorDS;synthetic;300000;50000;0;0;66;50000;199222768;483438700;115917;44909440;186060900;10571268;10563806
AAS2DModePerColorDS;synthetic;300000;50000;0;0;66;75000;199222768;483438700;114180;44909440;186060900;10962512;10963902
AAS2DModePerColorDS;synthetic;300000;50000;0;0;66;100000;199222768;483438700;112596;44909440;186060900;11261630;11234422
AAS2DModePerColorDS;synthetic;300000;50000;0;0;66;150000;199222768;483438700;108552;44909440;186060900;11319641;11314643
AAS2DModePerColorDS;synthetic;300000;50000;0;0;66;200000;199222768;483438700;106207;44909440;186060900;10220576;10208264
AAS2DModePerColorDS;synthetic;300000;50000;0;0;66;250000;199222768;483438700;100116;44909440;186060900;7560109;7555602
AAS2DModePerColorDS;synthetic;300000;50000;0;0;66;290000;199222768;483438700;95995;44909440;186060900;2943518;2942185
AAS2DModeGridDS;synthetic;300000;50000;0;0;66;10;199222768;483654300;100080;69554556;377309170900;51272;51266
AAS2DModeGridDS;synthetic;300000;50000;0;0;66;100;199222768;483654300;104007;69554556;377309170900;86763;86302
AAS2DModeGridDS;synthetic;300000;50000;0;0;66;1000;199222768;483654300;108704;69554556;377309170900;267826;267925
AAS2DModeGridDS;synthetic;300000;50000;0;0;66;5000;199222768;483654300;111952;69554556;377309170900;556073;556675
AAS2DModeGridDS;synthetic;300000;50000;0;0;66;10000;199222768;483654300;113936;69554556;377309170900;757572;756723
AAS2DModeGridDS;synthetic;300000;50000;0;0;66;25000;199222768;483654300;114696;69554556;377309170900;1188779;1189277
AAS2DModeGridDS;synthetic;300000;50000;0;0;66;50000;199222768;483654300;113445;69554556;377309170900;1643894;1645167
AAS2DModeGridDS;synthetic;300000;50000;0;0;66;75000;199222768;483654300;112123;69554556;377309170900;1984049;1985927
